,RMSE,RMAE,R2,RSR,MAPE,NMBE
0,4.15589597400399,1.77106778723217,0.932090667480212,0.111054266176179,7.34037977122813,-2.69092627216536
1,6.7983320426002,2.32031682370769,0.841119765647372,0.136044143981172,11.4160336442311,-5.32905107161478
2,7.79047075698823,2.33854339163343,0.935992857768908,0.0759444339751714,9.6783557276496,-1.96608185313731
3,7.58181190245074,2.42482420345417,0.907741169547009,0.0971429359399485,12.3183332350258,-3.56010259452357
4,4.58806209235906,1.88650043976116,0.96049175893997,0.081728112958346,9.27923543427031,-0.243561791059191
5,6.09784603228412,2.17335610294529,0.813804583393023,0.153793836076972,9.56696668356164,1.21855763193547
6,5.36818649494846,1.96095628669377,0.918259161800196,0.104438316074134,9.21137650447782,-2.64811449119532
7,6.69310636216025,2.30392359042032,0.899227162848973,0.109272804120901,12.4125414595105,-2.60608135400952
8,6.85111670475322,2.23631242356484,0.887496098633617,0.109485070519982,11.3943117177808,-0.123859913870912
9,6.23687844173952,2.18980429165539,0.825609904338732,0.146621929664932,9.78241838870998,-1.96632128268211
